date,institution_id,meal,actual_count,day_of_week,month,week_of_year,day_of_year,quarter,is_weekend,is_monday,is_friday,is_holiday,is_exam_period,is_semester_break,is_waterlogging,is_normal_day,temperature_c,humidity_pct,heat_index,is_rainy,high_humidity,extreme_heat,weather_discount,is_monsoon,is_winter,is_pre_monsoon,is_post_monsoon,heaviness_num,base_demand_score,consecutive_weeks,sentiment_decay,meal_num,menu_item_encoded,heavy_x_humidity,is_university,capacity,kai_value,kai_computed,academic_stress_factor,weather_discount,lag_7_count,lag_14_count,lag_30_count,rolling_7d_mean,rolling_14d_mean,rolling_30d_mean,rolling_7d_std,wow_change,prev_day_waste_bucket,prev_day_waste_kg,total_wasted_kg,total_cost_inr
10-07-2024,CORP_001,dinner,302,2,7,28,192,3,0,0,0,0,0,0,0,1,33.4,75.5,42.16,0,0,1,1,1,0,0,0,2,0.88,0,1,2,6,0,0,450,1,1,1,1,259,268,191,159,173.1428571,168.8333333,89.15155635,-9,2,33.1,123.86,59637.79
11-07-2024,CORP_001,dinner,220,3,7,28,193,3,0,0,0,0,0,0,0,1,30.2,86.8,38.46,0,1,0,0.85,1,0,0,0,1,0.82,0,1,2,10,1,0,450,0.85,0.85,1,0.85,194,211,210,165.1428571,175.5714286,172.5333333,98.21138524,-17,0,7.4,100.97,49707.5
12-07-2024,CORP_001,dinner,241,4,7,28,194,3,0,0,1,0,0,0,0,1,32.5,89.2,42.97,1,1,1,0.85,1,0,0,0,2,0.87,0,1,2,18,2,0,450,0.85,0.85,1,0.85,222,274,210,168.8571429,176.2142857,172.8666667,99.96070657,-52,1,18.3,111.59,54641.13
13-07-2024,CORP_001,dinner,33,5,7,28,195,3,1,0,0,0,0,0,0,1,30,90.5,38.74,0,1,0,0.85,1,0,0,0,1,0.82,0,1,2,10,1,0,450,0.85,0.85,1,0.85,32,36,287,171.5714286,173.8571429,173.9,101.8836872,-4,1,9.7,16.26,8192.09
14-07-2024,CORP_001,dinner,28,6,7,28,196,3,1,0,0,0,0,0,0,1,35.2,98.2,49.7,1,1,1,0.85,1,0,0,0,0,0.72,0,1,2,4,0,0,450,0.85,0.85,1,0.85,37,31,203,171.7142857,173.6428571,165.4333333,101.6558152,6,2,31.1,14.39,7167.47
15-07-2024,CORP_001,dinner,236,0,7,29,197,3,0,1,0,0,0,0,0,1,33.1,84.7,43.3,1,0,1,1,1,0,0,0,1,0.8,0,1,2,19,0,0,450,1,1,1,1,175,254,36,170.4285714,173.4285714,159.6,103.6803696,-79,1,11.8,117.79,59531.37
16-07-2024,CORP_001,dinner,204,1,7,29,198,3,0,0,0,0,0,0,0,1,26.5,89.4,32.74,1,1,0,0.85,1,0,0,0,1,0.79,0,1,2,11,1,0,450,0.85,0.85,1,0.85,194,237,37,179.1428571,172.1428571,166.2666667,106.6496266,-43,2,37.4,90.38,48249.87
17-07-2024,CORP_001,dinner,197,2,7,29,199,3,0,0,0,0,0,0,0,1,30.2,89.3,38.83,1,1,0,0.85,1,0,0,0,0,0.72,0,1,2,4,0,0,450,0.85,0.85,1,0.85,302,259,43,180.5714286,169.7857143,171.8333333,106.9483632,43,0,6.1,96.56,47022.12
18-07-2024,CORP_001,dinner,293,3,7,29,200,3,0,0,0,0,0,0,0,1,32.5,82.3,41.84,1,0,1,1,1,0,0,0,1,0.82,0,1,2,10,0,0,450,1,1,1,1,220,194,159,165.5714286,165.3571429,176.9666667,93.61064246,26,1,24.7,128.93,61644.41
19-07-2024,CORP_001,dinner,279,4,7,29,201,3,0,0,1,0,0,0,0,1,32.1,84.7,41.46,1,0,1,1,1,0,0,0,1,0.85,0,1,2,2,0,0,450,1,1,1,1,241,222,268,176,172.4285714,181.4333333,104.1569329,19,0,5.7,144.41,67932.48
20-07-2024,CORP_001,dinner,34,5,7,29,202,3,1,0,0,0,0,0,0,1,33.5,85,44.04,1,0,1,1,1,0,0,0,1,0.8,0,1,2,19,0,0,450,1,1,1,1,33,32,232,181.4285714,176.5,181.8,108.9875484,1,1,11,14.08,7940.73
21-07-2024,CORP_001,dinner,29,6,7,29,203,3,1,0,0,0,0,0,0,1,34.9,90.6,47.59,1,1,1,0.85,1,0,0,0,0,0.72,0,1,2,4,0,0,450,0.85,0.85,1,0.85,28,37,235,181.5714286,176.6428571,175.2,108.7609874,-9,2,30.6,13.17,6857.91
22-07-2024,CORP_001,dinner,221,0,7,30,204,3,0,1,0,0,0,0,1,0,29.9,79.1,36.97,0,0,0,0.75,1,0,0,0,1,0.85,0,1,2,2,0,0,450,0.75,0.75,1,0.75,236,175,33,181.7142857,176.0714286,168.3333333,108.5260557,61,2,40.3,93.88,45253.58
23-07-2024,CORP_001,dinner,243,1,7,30,205,3,0,0,0,0,0,0,0,1,30.8,89.9,39.95,0,1,0,0.85,1,0,0,0,1,0.85,1,1,2,2,1,0,450,0.85,0.85,1,0.85,204,194,37,179.5714286,179.3571429,174.6,107.4179643,10,1,21.2,117.98,55716.78
24-07-2024,CORP_001,dinner,214,2,7,30,206,3,0,0,0,0,0,0,0,1,35.2,90.4,48.08,0,1,1,0.85,1,0,0,0,1,0.85,2,0.9,2,2,1,0,450,0.765,0.765,1,0.85,197,302,230,185.1428571,182.8571429,181.4666667,109.8793711,-105,1,17.5,85.78,47114.17
25-07-2024,CORP_001,dinner,191,3,7,30,207,3,0,0,0,0,0,0,0,1,31.2,89.7,40.6,1,1,1,0.85,1,0,0,0,1,0.79,0,1,2,11,1,0,450,0.85,0.85,1,0.85,293,220,230,187.5714286,176.5714286,180.9333333,110.3718822,73,2,43.2,94.81,49372.9
26-07-2024,CORP_001,dinner,257,4,7,30,208,3,0,0,1,0,0,0,0,1,31.4,86.4,40.43,0,1,1,0.85,1,0,0,0,1,0.85,0,1,2,2,1,0,450,0.85,0.85,1,0.85,279,241,268,173,174.5,179.6333333,100.417462,38,0,7.5,101.81,56061.69
27-07-2024,CORP_001,dinner,34,5,7,30,209,3,1,0,0,0,0,0,0,1,36.2,89.4,49.82,1,1,1,0.85,1,0,0,0,1,0.82,0,1,2,10,1,0,450,0.85,0.85,1,0.85,34,33,211,169.8571429,175.6428571,179.2666667,96.82704266,1,1,12.6,16.03,7817.96
28-07-2024,CORP_001,dinner,32,6,7,30,210,3,1,0,0,0,0,0,0,1,33.9,86.6,45.01,0,1,1,0.85,1,0,0,0,1,0.8,0,1,2,19,1,0,450,0.85,0.85,1,0.85,29,28,274,169.8571429,175.7142857,173.3666667,96.82704266,1,2,56.3,13.35,7160.92
29-07-2024,CORP_001,dinner,237,0,7,31,211,3,0,1,0,0,0,0,0,1,30,77.8,36.86,1,0,0,1,1,0,0,0,1,0.82,0,1,2,10,0,0,450,1,1,1,1,221,236,36,170.2857143,176,165.3,96.10361472,-15,0,5.2,123.55,63196.06
30-07-2024,CORP_001,dinner,221,1,7,31,212,3,0,0,0,0,0,0,0,1,30.3,93.3,39.6,1,1,0,0.85,1,0,0,0,2,0.87,0,1,2,18,2,0,450,0.85,0.85,1,0.85,243,204,31,172.5714286,176.0714286,172,97.68803602,39,1,21.9,96.53,49806.65
31-07-2024,CORP_001,dinner,203,2,7,31,213,3,0,0,0,0,0,0,0,1,31.6,89.6,41.27,1,1,1,0.85,1,0,0,0,1,0.82,0,1,2,10,1,0,450,0.85,0.85,1,0.85,214,197,254,169.4285714,177.2857143,178.3333333,95.37095495,17,1,20.1,99.05,50350.81
01-08-2024,CORP_001,dinner,167,3,8,31,214,3,0,0,0,0,0,0,0,1,32.2,92.5,42.85,1,1,1,0.85,1,0,0,0,0,0.72,0,1,2,4,0,0,450,0.85,0.85,1,0.85,191,293,237,167.8571429,177.7142857,176.6333333,94.60167118,-102,0,2.8,96.15,46783.84
02-08-2024,CORP_001,dinner,261,4,8,31,215,3,0,0,1,0,0,0,0,1,34.3,80.6,44.66,1,0,1,1,1,0,0,0,1,0.8,0,1,2,19,0,0,450,1,1,1,1,257,279,259,164.4285714,168.7142857,174.3,94.05646734,-22,2,33.4,120.27,61515.91
03-08-2024,CORP_001,dinner,33,5,8,31,216,3,1,0,0,0,0,0,0,1,34.5,90.5,46.82,1,1,1,0.85,1,0,0,0,1,0.82,0,1,2,10,1,0,450,0.85,0.85,1,0.85,34,34,194,165,167.4285714,174.3666667,94.72240143,0,0,7.7,12.7,6900.33
04-08-2024,CORP_001,dinner,36,6,8,31,217,3,1,0,0,0,0,0,0,1,32.5,88.9,42.84,1,1,1,0.85,1,0,0,0,1,0.85,0,1,2,2,1,0,450,0.85,0.85,1,0.85,32,29,222,164.8571429,167.3571429,169,94.95337202,3,2,44.7,17.53,7742.79
05-08-2024,CORP_001,dinner,209,0,8,32,218,3,0,1,0,0,0,0,1,0,30.4,82.5,38.16,0,0,0,0.75,1,0,0,0,1,0.85,1,1,2,2,0,0,450,0.75,0.75,1,0.75,237,221,32,165.4285714,167.8571429,162.8,94.0281113,16,2,27.1,95.75,46896.61
06-08-2024,CORP_001,dinner,242,1,8,32,219,3,0,0,0,0,0,0,0,1,31,88.4,40.17,0,1,1,0.85,1,0,0,0,1,0.82,0,1,2,10,1,0,450,0.85,0.85,1,0.85,221,243,37,161.4285714,167,168.7,91.02354483,-22,1,12.9,104.15,53438.29
07-08-2024,CORP_001,dinner,223,2,8,32,220,3,0,0,0,0,0,0,0,1,33.7,86.3,44.51,0,1,1,0.85,1,0,0,0,1,0.79,0,1,2,11,1,0,450,0.85,0.85,1,0.85,203,214,175,164.4285714,166.9285714,175.5333333,93.6231046,-11,0,4.4,103.61,49239.63
08-08-2024,CORP_001,dinner,186,3,8,32,221,3,0,0,0,0,0,0,0,1,30,86.7,38.2,0,1,0,0.85,1,0,0,0,1,0.82,0,1,2,10,1,0,450,0.85,0.85,1,0.85,167,191,194,167.2857143,167.5714286,177.1333333,95.28678517,-24,1,24.2,101.96,49106.49
09-08-2024,CORP_001,dinner,250,4,8,32,222,3,0,0,1,0,0,0,0,1,30.9,85.9,39.54,0,1,0,0.85,1,0,0,0,1,0.85,0,1,2,2,1,0,450,0.85,0.85,1,0.85,261,257,302,170,167.2142857,176.8666667,95.54754488,4,1,16.5,107.43,53991.38
10-08-2024,CORP_001,dinner,36,5,8,32,223,3,1,0,0,0,0,0,0,1,34.7,92.3,47.57,1,1,1,0.85,1,0,0,0,2,0.87,0,1,2,18,2,0,450,0.85,0.85,1,0.85,33,34,220,168.4285714,166.7142857,175.1333333,93.87732623,-1,1,13.2,16.82,8020.12
11-08-2024,CORP_001,dinner,45,6,8,32,224,3,1,0,0,0,0,0,0,1,32.6,79.8,41.49,1,0,1,1,1,0,0,0,1,0.85,0,1,2,2,0,0,450,1,1,1,1,36,32,241,168.8571429,166.8571429,169,93.1601284,4,2,31.6,19.76,10458.16
12-08-2024,CORP_001,dinner,267,0,8,33,225,3,0,1,0,0,0,0,0,1,35,79.1,45.66,1,0,1,1,1,0,0,0,1,0.8,0,1,2,19,0,0,450,1,1,1,1,209,237,33,170.1428571,167.7857143,162.4666667,91.05937362,-28,2,25.9,134.7,62902.79
13-08-2024,CORP_001,dinner,256,1,8,33,226,3,0,0,0,0,0,0,0,1,37.3,88.9,51.98,1,1,1,0.85,1,0,0,0,2,0.87,0,1,2,18,2,0,450,0.85,0.85,1,0.85,242,221,28,178.4285714,169.9285714,170.2666667,97.58903139,21,2,31.7,108.63,51821.89
14-08-2024,CORP_001,dinner,271,2,8,33,227,3,0,0,0,0,0,0,0,1,33.5,88.5,44.52,1,1,1,0.85,1,0,0,0,2,0.88,0,1,2,6,2,0,450,0.85,0.85,1,0.85,223,203,236,180.4285714,172.4285714,177.8666667,99.23852938,20,0,2.6,99.38,51007.95
15-08-2024,CORP_001,dinner,41,3,8,33,228,3,0,0,0,1,0,0,0,0,32.9,89.1,43.57,1,1,1,0.85,1,0,0,0,0,0.72,0,1,2,4,0,0,450,0.17,0.17,0.2,0.85,186,167,204,187.2857143,177.2857143,179.0333333,104.2044693,19,0,4.3,20.47,9917.64
16-08-2024,CORP_001,dinner,247,4,8,33,229,3,0,0,1,0,0,0,0,1,34.7,97.4,48.45,1,1,1,0.85,1,0,0,0,2,0.87,0,1,2,18,2,0,450,0.85,0.85,1,0.85,250,261,197,166.5714286,168.2857143,173.6,118.0012106,-11,1,20,101.72,51920.86
17-08-2024,CORP_001,dinner,32,5,8,33,230,3,1,0,0,0,0,0,0,1,32.2,88.9,42.3,0,1,1,0.85,1,0,0,0,1,0.8,0,1,2,19,1,0,450,0.85,0.85,1,0.85,36,33,293,166.1428571,167.2857143,175.2666667,117.6526364,3,1,12.8,16.02,7639.9
18-08-2024,CORP_001,dinner,37,6,8,33,231,3,1,0,0,0,0,0,0,1,31.7,83.1,40.59,0,0,1,1,1,0,0,0,1,0.85,0,1,2,2,0,0,450,1,1,1,1,45,36,279,165.5714286,167.2142857,166.5666667,118.397434,9,2,57.2,17.17,8982.82
19-08-2024,CORP_001,dinner,193,0,8,34,232,3,0,1,0,0,0,0,1,0,33,99,45.52,1,1,1,0.6375,1,0,0,0,2,0.88,0,1,2,6,2,0,450,0.6375,0.6375,1,0.6375,267,209,34,164.4285714,167.2857143,158.5,119.7857214,58,2,50,74.42,35918.2
20-08-2024,CORP_001,dinner,202,1,8,34,233,3,0,0,0,0,0,0,0,1,31.1,87.2,40.18,0,1,1,0.85,1,0,0,0,0,0.72,0,1,2,4,0,0,450,0.85,0.85,1,0.85,256,242,29,153.8571429,166.1428571,163.8,112.2533275,14,1,15.9,99.62,50660.18
21-08-2024,CORP_001,dinner,237,2,8,34,234,3,0,0,0,0,0,0,0,1,27.4,92.3,34.44,0,1,0,0.85,1,0,0,0,1,0.8,0,1,2,19,1,0,450,0.85,0.85,1,0.85,271,223,221,146.1428571,163.2857143,169.5666667,105.7298895,48,1,17.5,88.28,48757.38
22-08-2024,CORP_001,dinner,277,3,8,34,235,3,0,0,0,0,0,0,0,1,29.4,81.6,36.44,0,0,0,1,1,0,0,0,2,0.88,0,1,2,6,0,0,450,1,1,1,1,41,186,243,141.2857143,164.2857143,170.1,99.64388974,-145,1,15.3,135.1,64289.86
23-08-2024,CORP_001,dinner,272,4,8,34,236,3,0,0,1,0,0,0,0,1,31.5,80.5,39.73,1,0,0,1,1,0,0,0,2,0.88,1,1,2,6,0,0,450,1,1,1,1,247,250,214,175,170.7857143,171.2333333,99.98166499,-3,1,16.1,127.36,60758.64
24-08-2024,CORP_001,dinner,35,5,8,34,237,3,1,0,0,0,0,0,0,1,31.5,86.8,40.65,1,1,1,0.85,1,0,0,0,2,0.87,0,1,2,18,2,0,450,0.85,0.85,1,0.85,32,36,191,178.5714286,172.3571429,173.1666667,103.371268,-4,1,22.2,13.49,7196.83
25-08-2024,CORP_001,dinner,38,6,8,34,238,3,1,0,0,0,0,0,0,1,31.7,92,41.86,1,1,1,0.85,1,0,0,0,2,0.87,1,1,2,18,2,0,450,0.85,0.85,1,0.85,37,45,257,179,172.2857143,167.9666667,102.6661255,-8,2,28.1,15.86,7621.33
26-08-2024,CORP_001,dinner,229,0,8,35,239,3,0,1,0,0,0,0,0,1,34.3,97.2,47.56,1,1,1,0.85,1,0,0,0,1,0.79,0,1,2,11,1,0,450,0.85,0.85,1,0.85,193,267,34,179.1428571,171.7857143,160.6666667,102.4360428,-74,2,35.8,120.29,54796.66
27-08-2024,CORP_001,dinner,277,1,8,35,240,3,0,0,0,0,0,0,0,1,33,82.9,42.82,0,0,1,1,1,0,0,0,1,0.85,0,1,2,2,0,0,450,1,1,1,1,202,256,32,184.2857143,169.0714286,167.1666667,104.137272,-54,1,10.1,129.14,61506.51
28-08-2024,CORP_001,dinner,197,2,8,35,241,3,0,0,0,0,0,0,0,1,29.8,86.7,37.77,1,1,0,0.85,1,0,0,0,1,0.8,0,1,2,19,1,0,450,0.85,0.85,1,0.85,237,271,237,195,170.5714286,175.3333333,109.9590833,-34,1,23.3,97.82,49417.6
29-08-2024,CORP_001,dinner,237,3,8,35,242,3,0,0,0,0,0,0,0,1,32.3,88,42.37,1,1,1,0.85,1,0,0,0,2,0.87,0,1,2,18,2,0,450,0.85,0.85,1,0.85,277,41,221,189.2857143,165.2857143,174,108.4415577,236,0,2.7,90.23,48401.78
30-08-2024,CORP_001,dinner,242,4,8,35,243,3,0,0,1,0,0,0,0,1,32,88.1,41.73,1,1,1,0.85,1,0,0,0,1,0.85,0,1,2,2,1,0,450,0.85,0.85,1,0.85,272,247,203,183.5714286,179.2857143,174.5333333,104.0125908,25,1,10.1,98.67,50829.21
31-08-2024,CORP_001,dinner,28,5,8,35,244,3,1,0,0,0,0,0,0,1,32.3,87.4,42.26,1,1,1,0.85,1,0,0,0,1,0.79,0,1,2,11,1,0,450,0.85,0.85,1,0.85,35,32,167,179.2857143,178.9285714,175.8333333,100.3140307,3,1,11.3,15.39,7785.1
01-09-2024,CORP_001,dinner,34,6,9,35,245,3,1,0,0,0,0,0,0,1,30.9,87.8,39.86,1,1,0,0.85,1,0,0,0,2,0.88,0,1,2,6,2,0,450,0.85,0.85,1,0.85,38,37,261,178.2857143,178.6428571,171.2,102.0126043,1,2,41.9,17.13,8263.35
02-09-2024,CORP_001,dinner,238,0,9,36,246,3,0,1,0,0,0,0,0,1,26.7,94.9,33.64,1,1,0,0.85,1,0,0,0,1,0.79,0,1,2,11,1,0,450,0.85,0.85,1,0.85,229,193,33,177.7142857,178.4285714,163.6333333,102.9364113,36,2,42.1,110.42,56623.42
03-09-2024,CORP_001,dinner,161,1,9,36,247,3,0,0,0,0,0,0,1,0,27.9,94.2,35.5,1,1,0,0.6375,1,0,0,0,1,0.8,0,1,2,19,1,0,450,0.6375,0.6375,1,0.6375,277,202,36,179,181.6428571,170.4666667,103.7368466,75,1,19.8,80.08,38786.38
04-09-2024,CORP_001,dinner,217,2,9,36,248,3,0,0,0,0,0,0,0,1,31.5,89.4,41.12,0,1,1,0.85,1,0,0,0,2,0.88,0,1,2,6,2,0,450,0.85,0.85,1,0.85,197,237,209,162.4285714,178.7142857,174.6333333,94.3095208,-40,2,31.9,101.45,51078.03
05-09-2024,CORP_001,dinner,316,3,9,36,249,3,0,0,0,0,0,0,0,1,30.4,81,38.07,1,0,0,1,1,0,0,0,2,0.87,0,1,2,18,0,0,450,1,1,1,1,237,277,242,165.2857143,177.2857143,174.9,95.82225609,-40,0,4.1,130.64,61790.44
06-09-2024,CORP_001,dinner,198,4,9,36,250,3,0,0,1,0,0,0,0,1,31.9,86.2,41.27,1,1,1,0.85,1,0,0,0,1,0.82,0,1,2,10,1,0,450,0.85,0.85,1,0.85,242,272,223,176.5714286,180.0714286,177.3666667,109.3707108,-30,0,7.5,93.83,47530.89
07-09-2024,CORP_001,dinner,32,5,9,36,251,3,1,0,0,0,0,0,0,1,34.5,92.7,47.3,1,1,1,0.85,1,0,0,0,2,0.87,0,1,2,18,2,0,450,0.85,0.85,1,0.85,28,35,186,170.2857143,174.7857143,176.5333333,106.2021881,-7,2,48.2,14.18,7316.36
08-09-2024,CORP_001,dinner,44,6,9,36,252,3,1,0,0,0,0,0,0,1,30.5,84.5,38.74,1,0,0,1,1,0,0,0,2,0.87,1,1,2,18,0,0,450,1,1,1,1,34,38,250,170.8571429,174.5714286,171.4,105.3160775,-4,2,30.2,19.68,9768.34
09-09-2024,CORP_001,dinner,194,0,9,37,253,3,0,1,0,0,0,0,0,1,33,85.4,43.13,1,1,1,0.85,1,0,0,0,0,0.72,0,1,2,4,0,0,450,0.85,0.85,1,0.85,238,229,36,172.2857143,175,164.5333333,103.1967607,9,2,43.7,98.18,49583.07
10-09-2024,CORP_001,dinner,202,1,9,37,254,3,0,0,0,0,0,0,0,1,31.5,86.2,40.72,1,1,1,0.85,1,0,0,0,1,0.85,0,1,2,2,1,0,450,0.85,0.85,1,0.85,161,277,45,166,172.5,169.8,99.81148898,-116,2,30.3,105.41,56107.6
11-09-2024,CORP_001,dinner,223,2,9,37,255,3,0,0,0,0,0,0,0,1,32.9,91.6,43.98,0,1,1,0.85,1,0,0,0,1,0.8,0,1,2,19,1,0,450,0.85,0.85,1,0.85,217,197,267,171.8571429,167.1428571,175.0333333,100.66848,20,1,10.1,96.04,53103.32
12-09-2024,CORP_001,dinner,235,3,9,37,256,3,0,0,0,0,0,0,0,1,30,96.2,39.44,1,1,0,0.85,1,0,0,0,2,0.87,0,1,2,18,2,0,450,0.85,0.85,1,0.85,316,237,256,172.7142857,169,173.5666667,101.1413438,79,1,11.2,106.07,49277.03
13-09-2024,CORP_001,dinner,219,4,9,37,257,3,0,0,1,0,0,0,0,1,31.4,91,41.16,1,1,1,0.85,1,0,0,0,2,0.88,0,1,2,6,2,0,450,0.85,0.85,1,0.85,198,242,271,161.1428571,168.8571429,172.8666667,85.42916866,-44,1,12.2,118.26,52788.28
14-09-2024,CORP_001,dinner,38,5,9,37,258,3,1,0,0,0,0,0,0,1,35.5,79.7,46.74,0,0,1,1,1,0,0,0,1,0.85,0,1,2,2,0,0,450,1,1,1,1,32,28,41,164.1428571,167.2142857,171.1333333,87.28770164,4,2,55.9,19.66,8898.56
15-09-2024,CORP_001,dinner,38,6,9,37,259,3,1,0,0,0,0,0,0,1,34.1,85.4,45.16,1,1,1,0.85,1,0,0,0,2,0.88,0,1,2,6,2,0,450,0.85,0.85,1,0.85,44,34,247,165,167.9285714,171.0333333,85.79044236,10,1,24.3,16.1,7692.16
16-09-2024,CORP_001,dinner,234,0,9,38,260,3,0,1,0,0,0,0,0,1,28.5,94.6,36.63,1,1,0,0.85,1,0,0,0,1,0.79,0,1,2,11,1,0,450,0.85,0.85,1,0.85,194,238,32,164.1428571,168.2142857,164.0666667,87.21893634,-44,0,6,99.14,51834.59
17-09-2024,CORP_001,dinner,223,1,9,38,261,3,0,0,0,0,0,0,0,1,35.5,81.6,47.07,1,0,1,1,1,0,0,0,1,0.79,1,1,2,11,0,0,450,1,1,1,1,202,161,37,169.8571429,167.9285714,170.8,90.74034121,41,1,17,125.16,61661.41
18-09-2024,CORP_001,dinner,284,2,9,38,262,3,0,0,0,0,0,0,0,1,30.9,79.2,38.59,0,0,0,1,1,0,0,0,1,0.8,0,1,2,19,0,0,450,1,1,1,1,223,217,193,172.8571429,172.3571429,177,92.31364755,6,1,9.2,114.43,61548.39
19-09-2024,CORP_001,dinner,225,3,9,38,263,3,0,0,0,0,0,0,0,1,32.8,85.3,42.79,0,1,1,0.85,1,0,0,0,2,0.87,0,1,2,18,2,0,450,0.85,0.85,1,0.85,235,316,202,181.5714286,177.1428571,180.0333333,100.3640991,-81,1,14.5,100.79,49877.47
20-09-2024,CORP_001,dinner,255,4,9,38,264,3,0,0,1,0,0,0,0,1,31.9,92.9,42.45,0,1,1,0.85,1,0,0,0,1,0.82,0,1,2,10,1,0,450,0.85,0.85,1,0.85,219,198,237,180.1428571,170.6428571,180.8,99.54467769,21,1,17.3,99.32,49882.46
21-09-2024,CORP_001,dinner,33,5,9,38,265,3,1,0,0,0,0,0,0,1,31.9,86.2,41.32,1,1,1,0.85,1,0,0,0,0,0.72,0,1,2,4,0,0,450,0.85,0.85,1,0.85,38,32,277,185.2857143,174.7142857,181.4,102.7646409,6,1,18.5,16.43,7840.61
22-09-2024,CORP_001,dinner,35,6,9,38,266,3,1,0,0,0,0,0,0,1,33.3,98.8,46.05,1,1,1,0.85,1,0,0,0,2,0.87,0,1,2,18,2,0,450,0.85,0.85,1,0.85,38,44,272,184.5714286,174.7857143,173.2666667,103.9693178,-6,2,30.8,15.99,7660.33
23-09-2024,CORP_001,dinner,213,0,9,39,267,3,0,1,0,0,0,0,0,1,31.6,88.9,41.28,0,1,1,0.85,1,0,0,0,2,0.87,1,1,2,18,2,0,450,0.85,0.85,1,0.85,234,194,35,184.1428571,174.1428571,165.3666667,104.6779642,40,2,31.7,101.96,49277.48
24-09-2024,CORP_001,dinner,297,1,9,39,268,3,0,0,0,0,0,0,0,1,32.2,81.6,41.14,1,0,1,1,1,0,0,0,1,0.85,0,1,2,2,0,0,450,1,1,1,1,223,202,38,181.1428571,175.5,171.3,103.3028373,21,2,43,110.96,59746.99
25-09-2024,CORP_001,dinner,225,2,9,39,269,3,0,0,0,0,0,0,0,1,30,89,38.53,1,1,0,0.85,1,0,0,0,2,0.88,0,1,2,6,2,0,450,0.85,0.85,1,0.85,284,223,229,191.7142857,182.2857143,179.9333333,111.7418368,61,1,13,99.93,50082.24
26-09-2024,CORP_001,dinner,223,3,9,39,270,3,0,0,0,0,0,0,0,1,33.4,98,46.1,0,1,1,0.85,1,0,0,0,1,0.85,0,1,2,2,1,0,450,0.85,0.85,1,0.85,225,235,277,183.2857143,182.4285714,179.8,105.6814621,-10,2,39.1,85.09,46909.46
27-09-2024,CORP_001,dinner,234,4,9,39,271,3,0,0,1,0,0,0,0,1,34,89.3,45.6,1,1,1,0.85,1,0,0,0,2,0.88,0,1,2,6,2,0,450,0.85,0.85,1,0.85,255,219,197,183,181.5714286,178,105.5525146,36,0,2.6,105.51,53117.22
28-09-2024,CORP_001,dinner,41,5,9,39,272,3,1,0,0,0,0,0,0,1,33,83,42.8,0,0,1,1,1,0,0,0,2,0.88,1,1,2,6,0,0,450,1,1,1,1,33,38,237,180,182.6428571,179.2333333,103.4424155,-5,1,17.8,21.03,9208.63
29-09-2024,CORP_001,dinner,37,6,9,39,273,3,1,0,0,0,0,0,0,1,29.4,78.8,36.12,1,0,0,1,1,0,0,0,1,0.82,0,1,2,10,0,0,450,1,1,1,1,35,38,242,181.1428571,182.8571429,172.7,101.5749782,-3,2,40.8,15.1,8486.85
30-09-2024,CORP_001,dinner,227,0,9,40,274,3,0,1,0,0,0,0,0,1,32.4,86.3,42.23,1,1,1,0.85,1,0,0,0,1,0.82,1,1,2,10,1,0,450,0.85,0.85,1,0.85,213,234,28,181.4285714,182.7857143,165.8666667,101.0970773,-21,2,31.3,102.58,51058.05
01-10-2024,CORP_001,dinner,181,1,10,40,275,4,0,0,0,0,0,0,0,1,23.8,67.7,26.36,0,0,0,1,0,0,0,1,0,0.72,0,1,2,4,0,0,450,1,1,1,1,297,223,34,183.4285714,182.2857143,172.5,101.9605433,74,2,53.9,107.69,52167.52
02-10-2024,CORP_001,dinner,62,2,10,40,276,4,0,0,0,1,0,0,0,0,25.3,81.4,30.03,0,0,0,1,0,0,0,1,1,0.85,0,1,2,2,0,0,450,0.2,0.2,0.2,1,225,284,238,166.8571429,179.2857143,177.4,89.03263179,-59,2,50.9,23.57,12261.42
03-10-2024,CORP_001,dinner,232,3,10,40,277,4,0,0,0,0,0,0,0,1,35.9,65.4,44.63,0,0,1,1,0,0,0,1,1,0.82,0,1,2,10,0,0,450,1,1,1,1,223,225,161,143.5714286,163.4285714,171.5333333,92.53802307,-2,2,52.8,132.48,61351.96
04-10-2024,CORP_001,dinner,264,4,10,40,278,4,0,0,1,0,0,0,0,1,28.5,72.7,33.88,0,0,0,1,0,0,0,1,1,0.85,0,1,2,2,0,0,450,1,1,1,1,234,255,217,144.8571429,163.9285714,173.9,93.87834072,-21,1,23.4,113.92,57254.34
05-10-2024,CORP_001,dinner,42,5,10,40,279,4,1,0,0,0,0,0,0,1,28.4,68,33.02,0,0,0,1,0,0,0,1,2,0.87,0,1,2,18,0,0,450,1,1,1,1,41,33,316,149.1428571,164.5714286,175.4666667,99.16220478,8,2,32.8,18.54,9650.53
06-10-2024,CORP_001,dinner,32,6,10,40,280,4,1,0,0,0,0,0,0,1,31,60.2,35.86,0,0,0,1,0,0,0,1,1,0.79,0,1,2,11,0,0,450,1,1,1,1,37,35,198,149.2857143,165.2142857,166.3333333,98.98099866,2,2,49.6,17.15,8656.31
